,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1920,bhan,0,PK,1570595643,31,26.56,67.72,93.18,0.81
1921,kailua,75,US,1570595110,65,21.39,-157.74,82.4,5.82
1922,canavieiras,7,BR,1570595643,90,-15.68,-38.95,71.51,4.23
1923,viransehir,21,TR,1570595643,20,37.24,39.76,83.19,8.17
1924,pinega,100,RU,1570595644,96,64.7,43.39,33.08,14.6
1925,gigmoto,100,PH,1570595644,77,13.78,124.39,83.25,11.97
1926,coihueco,100,CL,1570595644,71,-36.63,-71.83,55.0,10.29
1927,ibra,0,OM,1570595645,35,22.69,58.55,86.41,2.95
1928,muscat,0,OM,1570595645,58,23.6,58.55,86.0,5.82
1929,san vicente,90,EC,1570595645,88,-0.59,-80.41,71.6,6.93
1930,longido,99,TZ,1570595645,71,-2.73,36.7,66.67,5.68
1931,koygorodok,0,RU,1570595646,70,60.44,51.01,36.02,8.39
1932,kizilskoye,97,RU,1570595646,50,52.73,58.89,51.69,8.92
1933,santa marta,75,CO,1570595646,100,11.24,-74.21,78.8,3.36
1934,masuguru,1,MZ,1570595647,55,-11.38,38.46,82.8,6.48
1935,huayucachi,7,PE,1570595647,82,-12.13,-75.23,40.82,0.76
1936,muskegon,1,US,1570595647,81,43.23,-86.25,52.0,6.93
1937,san ignacio,66,PE,1570595648,98,-5.15,-79.0,57.22,1.36
1938,apomu,40,NG,1570595648,100,6.85,3.21,75.2,1.83
1939,dire dawa,49,ET,1570595648,64,9.59,41.86,70.34,4.74
1940,surin,20,TH,1570595648,74,14.88,103.49,87.8,4.7
1941,san-pedro,93,CI,1570595649,87,4.75,-6.64,76.26,16.56
1942,edd,89,ER,1570595649,42,13.93,41.69,92.57,5.66
1943,nagato,20,JP,1570595649,43,34.35,131.14,79.0,8.05
1944,grong,90,NO,1570595649,67,64.47,12.32,43.0,8.01
1945,bellavista,73,MX,1570595650,85,21.56,-104.88,66.99,1.89
1946,roma,0,IT,1570595650,76,41.89,12.48,62.01,4.7
1947,robe,97,ET,1570595650,95,7.12,40.01,50.61,1.67
1948,interlaken,90,CH,1570595651,93,46.69,7.86,59.0,3.36
1949,loralai,0,PK,1570595651,17,30.37,68.6,72.72,1.43
1950,bulgan,69,MN,1570595651,90,48.81,103.53,35.5,5.01
1951,feijo,90,EC,1570595652,33,-3.63,-79.92,89.6,6.93
1952,rajgarh,0,IN,1570595652,54,24.01,76.73,83.86,4.34
1953,aguimes,20,ES,1570595652,68,27.91,-15.45,71.6,19.46
1954,businga,100,CD,1570595652,95,3.34,20.89,68.94,1.99
1955,boundiali,97,CI,1570595653,98,9.53,-6.48,69.77,4.61
1956,lockport,75,CA,1570595653,76,50.09,-96.94,57.0,4.7
1957,nizhniy tsasuchey,100,RU,1570595653,32,50.52,115.13,45.99,20.67
1958,molfetta,0,IT,1570595653,87,41.2,16.6,52.0,4.7
1959,san juan,23,AR,1570595654,41,-31.54,-68.53,50.17,1.9
1960,celica,89,EC,1570595654,88,-4.1,-79.96,62.96,1.02
1961,horki,90,BY,1570595654,86,54.29,30.98,39.2,11.18
1962,nipawin,40,CA,1570595654,68,53.36,-104.02,30.2,8.05
1963,gazojak,0,TM,1570595655,17,41.19,61.4,77.41,10.6
1964,dryden,1,CA,1570595655,54,49.79,-92.84,59.0,13.87
1965,korem,35,ET,1570595655,75,12.51,39.52,60.61,6.38
1966,ust-kan,0,RU,1570595656,47,50.93,84.77,56.7,3.44
1967,fukagawa,75,JP,1570595656,87,43.72,142.05,55.4,5.82
1968,kysyl-syr,96,RU,1570595656,78,63.9,122.77,28.17,10.31
1969,rio do sul,100,BR,1570595568,95,-27.22,-49.64,68.0,4.21
1970,kuruman,0,ZA,1570595657,13,-27.46,23.43,72.5,6.76
1971,sal rei,75,CV,1570595657,78,16.18,-22.92,77.0,9.17
1972,nadvoitsy,100,RU,1570595657,96,63.89,34.27,31.77,11.35
1973,macas,41,EC,1570595658,91,-2.3,-78.12,43.36,4.27
1974,areia branca,40,BR,1570595658,73,-10.76,-37.31,77.0,9.17
1975,imeni poliny osipenko,5,RU,1570595658,44,52.42,136.49,52.78,2.66
1976,tinskoy,32,RU,1570595658,65,56.15,96.92,37.2,6.77
1977,taloda,0,IN,1570595659,51,21.56,74.21,87.95,10.63
1978,payson,1,US,1570595659,47,40.04,-111.73,62.01,3.36
1979,sandakan,75,MY,1570595659,79,5.84,118.12,86.0,3.36
1980,male,93,UA,1570595659,64,50.74,33.7,45.12,19.78
1981,kpandu,34,GH,1570595660,96,7.0,0.29,70.67,2.98
1982,fort dix,1,US,1570595660,77,40.03,-74.62,62.01,4.7
1983,sant pere de ribes,40,ES,1570595660,82,41.26,1.77,72.0,4.7
1984,villa maria,40,CO,1570595661,87,4.5,-74.09,68.0,4.7
1985,pagudpud,20,PH,1570595661,55,18.56,120.79,91.4,4.7
1986,gotsu,20,JP,1570595661,52,35.01,132.22,69.8,6.93
1987,kargil,0,PK,1570595662,25,34.56,76.13,41.99,5.08
1988,ntoum,75,GA,1570595662,94,0.39,9.76,77.0,10.29
1989,walla walla,40,US,1570595567,70,46.06,-118.33,48.0,10.29
1990,jabinyanah,40,TN,1570595662,76,35.03,10.91,68.0,12.75
1991,whitehorse,90,CA,1570595405,74,60.72,-135.06,28.4,2.24
1992,el rosario,40,MX,1570595663,94,22.99,-105.86,86.0,2.1
1993,manzhouli,88,CN,1570595663,61,49.6,117.43,47.16,22.1
1994,seddon,75,AU,1570595663,58,-37.81,144.89,61.0,13.87
1995,chupa,0,PE,1570595664,67,-15.11,-69.99,36.88,2.98
1996,norton,1,US,1570595436,82,41.97,-71.19,59.0,8.32
1997,zaozerne,100,UA,1570595664,86,51.37,23.94,47.03,10.58
1998,hermon,91,AM,1570595665,48,39.88,45.43,47.98,14.02
1999,oromocto,20,CA,1570595665,93,45.85,-66.47,43.0,3.86
2000,dogbo,100,CM,1570595665,97,4.43,14.33,67.63,3.11
2001,ferkessedougou,34,CI,1570595665,97,9.6,-5.2,70.33,5.95
2002,waverley,20,AU,1570595666,59,-33.9,151.26,68.0,26.4
2003,susangerd,0,IR,1570595666,48,31.56,48.19,84.2,6.93
2004,minusio,40,CH,1570595666,100,46.18,8.81,57.2,3.24
2005,oyama,20,JP,1570595666,33,36.31,139.8,81.0,5.82
2006,hengshui,86,CN,1570595667,43,37.73,115.7,71.08,20.41
2007,mikuni,20,JP,1570595667,37,36.22,136.15,68.0,14.99
2008,le pradet,40,FR,1570595667,93,46.44,1.83,52.0,9.17
2009,aasiaat,28,GL,1570595668,58,68.71,-52.87,31.05,9.71
2010,santa ines,0,EC,1570595668,86,-0.82,-78.63,42.01,4.7
2011,badou,86,TG,1570595668,96,7.58,0.61,68.18,1.01
2012,la reforma,5,MX,1570595668,89,25.08,-108.06,84.2,3.92
2013,alugan,100,PH,1570595669,68,12.22,125.48,85.68,7.27
2014,eltham,91,GB,1570595669,76,51.45,0.05,53.6,9.17
2015,palmares do sul,0,BR,1570595669,79,-30.26,-50.51,65.9,7.23
2016,san nicolas,92,PH,1570595669,66,16.07,120.76,84.04,3.55
2017,gurbuki,80,RU,1570595670,77,42.61,47.6,59.0,20.13
2018,luba,17,PH,1570595670,72,17.32,120.7,83.81,6.87
2019,digapahandi,18,IN,1570595671,70,19.37,84.57,84.97,3.0
2020,visnes,95,NO,1570595671,93,59.36,5.22,52.0,11.41
2021,sicamous,1,CA,1570595671,74,50.84,-118.99,37.99,9.17
2022,moron,20,HT,1570595671,79,18.56,-74.26,80.03,2.55
2023,bakuriani,100,GE,1570595672,98,41.75,43.53,54.27,4.09
2024,cruzeiro do sul,33,BR,1570595672,90,-7.63,-72.67,70.83,1.95
2025,sieradz,75,PL,1570595672,100,51.6,18.74,51.01,8.05
2026,fukue,20,JP,1570595672,38,35.03,136.69,75.2,14.99
2027,kuzino,100,RU,1570595673,77,57.02,59.44,43.25,3.08
2028,baltoji voke,90,LT,1570595673,100,54.6,25.2,45.0,12.75
2029,eskisehir,75,TR,1570595674,100,39.78,30.52,44.6,2.15
2030,vaitape,90,PF,1570595674,85,-16.52,-151.75,76.01,24.63
2031,rakaia,100,NZ,1570595674,49,-43.76,172.02,72.0,3.36
2032,vakhrushevo,74,RU,1570595674,93,55.23,61.73,42.8,4.47
2033,quibor,97,VE,1570595675,79,9.93,-69.62,70.3,4.85
2034,novobirilyussy,25,RU,1570595675,50,56.95,90.69,43.0,3.18
2035,roberval,5,CA,1570595675,80,48.51,-72.22,41.0,9.17
2036,minot,1,US,1570595571,87,48.23,-101.3,46.4,17.22
2037,mbalmayo,100,CM,1570595676,97,3.52,11.5,68.33,3.09
2038,emporia,1,US,1570595676,82,38.4,-96.18,57.99,9.17
2039,nampula,20,MZ,1570595676,94,-15.12,39.26,68.0,6.93
2040,polunochnoye,99,RU,1570595677,75,60.87,60.43,40.19,1.5
2041,diamantina,33,BR,1570595677,92,-18.24,-43.6,62.83,1.87
2042,nyurba,100,RU,1570595677,88,63.29,118.35,23.29,8.48
2043,baiyin,90,CN,1570595677,93,36.55,104.13,48.2,4.47
2044,kincardine,0,CA,1570595678,82,44.18,-81.63,50.0,18.34
2045,villa carlos paz,0,AR,1570595678,93,-31.42,-64.5,57.2,4.7
2046,kholodnyy,100,RU,1570595678,77,62.72,147.95,20.21,4.06
2047,buncrana,75,GB,1570595679,70,55.14,-7.45,53.59,32.88
2048,kyaikto,24,MM,1570595679,73,17.31,97.01,85.72,5.14
2049,tromso,11,NO,1570595679,69,69.65,18.96,35.6,8.05
2050,xuzhou,98,CN,1570595680,67,34.27,117.18,66.53,5.32
2051,buta,100,CD,1570595680,99,2.79,24.73,67.75,3.31
2052,camara de lobos,75,PT,1570595680,73,32.63,-16.97,73.4,14.99
2053,elk plain,20,US,1570595680,100,47.04,-122.37,45.0,1.99
2054,windhoek,0,NA,1570595681,14,-22.57,17.08,68.0,4.7
2055,shalinskoye,2,RU,1570595681,57,55.72,93.76,40.25,4.99
2056,chicama,90,PE,1570595681,87,-7.84,-79.15,60.8,8.05
2057,trincomalee,20,LK,1570595681,49,8.58,81.23,91.73,4.32
2058,teeli,0,RU,1570595682,33,51.01,90.2,54.59,3.44
2059,iquique,90,CL,1570595682,72,-20.22,-70.14,59.0,4.7
2060,atikokan,31,CA,1570595682,81,48.76,-91.62,50.47,9.19
2061,mirabad,0,IR,1570595683,19,28.27,61.33,72.05,1.25
2062,bongaree,43,AU,1570595683,46,-27.08,153.16,77.0,14.99
2063,matiguas,43,NI,1570595683,97,12.84,-85.46,69.48,2.27
2064,kangaatsiaq,23,GL,1570595683,55,68.31,-53.46,36.5,9.41
2065,foxton,78,NZ,1570595684,66,-40.47,175.29,64.0,8.01
2066,show low,1,US,1570595684,28,34.25,-110.03,62.6,11.41
2067,warwick,75,US,1570595684,82,41.7,-71.42,60.01,11.41
2068,moindou,90,NC,1570595685,69,-21.69,165.68,78.8,3.36
2069,beisfjord,0,NO,1570595685,64,68.38,17.6,37.0,18.34
2070,kondinskoye,76,RU,1570595685,80,59.65,67.41,52.78,4.32
2071,sijunjung,20,ID,1570595686,60,-0.69,100.95,82.46,3.2
2072,takaka,100,NZ,1570595686,87,-40.86,172.81,61.0,8.01
2073,ridgecrest,1,US,1570595554,10,35.62,-117.67,80.6,11.41
2074,kattivakkam,40,IN,1570595686,70,13.22,80.32,87.8,6.93
2075,houma,100,CN,1570595687,91,35.63,111.36,52.74,5.61
2076,hurricane,1,US,1570595687,13,37.18,-113.29,68.0,3.36
2077,sao jose do egito,0,BR,1570595687,94,-7.48,-37.27,62.64,10.42
